---
source: R[v4.2.1]::data.table[v1.14.2]::fwrite
creation_time_utc: 2022-08-24 22:13:33
schema:
  fields:
  - name: ID
    type: character
  - name: SID
    type: character
  - name: DATE
    type: Date
  - name: LOC
    type: character
  - name: WL
    type: numeric
  - name: CD
    type: numeric
  - name: DIFF
    type: numeric
  - name: OBS
    type: character
  - name: RDATE
    type: character
header: yes
sep: ','
sep2:
- ''
- '|'
- ''
eol: "\r\n"
na.strings: ''
dec: '.'
qmethod: double
logical01: no
---
ID,SID,DATE,LOC,WL,CD,DIFF,OBS,RDATE
PZ-4,TSF,2021-09-30,Coronamiento muro,0,3086.5,0,seco,2021-09
PZ-4,TSF,2021-10-14,Coronamiento muro,0,3086.5,0,seco,2021-10
PZ-4,TSF,2021-11-14,Coronamiento muro,0,3086.5,0,seco,2021-11
PZ-4,TSF,2021-12-14,Coronamiento muro,0,3086.5,0,seco,2021-12
PZ-4,TSF,2022-01-14,Coronamiento muro,0,3086.5,0,seco,2022-01
PZ-4,TSF,2022-02-14,Coronamiento muro,0,3086.5,0,seco,2022-02
PZ-4,TSF,2022-03-14,Coronamiento muro,0,3086.5,0,seco,2022-03
PZ-4,TSF,2022-04-14,Coronamiento muro,0,3086.5,0,seco,2022-04
PZ-4,TSF,2022-05-14,Coronamiento muro,0,3086.5,0,seco,2022-05
PZ-4,TSF,2022-06-14,Coronamiento muro,0,3086.5,0,seco,2022-06
PZ-4,TSF,2022-07-30,Coronamiento muro,0,3086.5,0,seco,2022-07
PZ-5,TSF,2020-02-27,Coronamiento muro,0,3058.1,0,seco,2020-02
PZ-5,TSF,2020-05-27,Coronamiento muro,0,3058.1,0,seco,2020-05
PZ-5,TSF,2020-07-18,Coronamiento muro,0,3058.1,0,seco,2020-07
PZ-5,TSF,2020-08-13,Coronamiento muro,0,3058.1,0,seco,2020-08
PZ-5,TSF,2020-08-30,Coronamiento muro,0,3058.1,0,seco,2020-08
PZ-5,TSF,2020-10-06,Coronamiento muro,0,3058.1,0,seco,2020-10
PZ-5,TSF,2020-11-01,Coronamiento muro,0,3058.1,0,seco,2020-11
PZ-5,TSF,2020-12-02,Coronamiento muro,0,3058.1,0,seco,2020-12
PZ-5,TSF,2020-12-01,Coronamiento muro,0,3058.1,0,seco,2020-12
PZ-5,TSF,2021-01-23,Coronamiento muro,0,3058.1,0,seco,2021-01
PZ-5,TSF,2021-02-23,Coronamiento muro,0,3058.1,0,seco,2021-02
PZ-5,TSF,2021-03-23,Coronamiento muro,0,3058.1,0,seco,2021-03
PZ-5,TSF,2021-04-23,Coronamiento muro,0,3058.1,0,seco,2021-04
PZ-5,TSF,2021-05-21,Coronamiento muro,0,3058.1,0,seco,2021-05
PZ-5,TSF,2021-06-18,Coronamiento muro,0,3058.1,0,seco,2021-06
PZ-5,TSF,2021-07-16,Coronamiento muro,0,3058.1,0,seco,2021-07
PZ-5,TSF,2021-08-16,Coronamiento muro,0,3058.1,0,seco,2021-08
PZ-5,TSF,2021-09-30,Coronamiento muro,0,3058.1,0,seco,2021-09
PZ-5,TSF,2021-10-14,Coronamiento muro,0,3058.1,0,seco,2021-10
PZ-5,TSF,2021-11-14,Coronamiento muro,0,3058.1,0,seco,2021-11
PZ-5,TSF,2021-12-14,Coronamiento muro,0,3058.1,0,seco,2021-12
PZ-5,TSF,2022-01-14,Coronamiento muro,0,3058.1,0,seco,2022-01
PZ-5,TSF,2022-02-14,Coronamiento muro,0,3058.1,0,seco,2022-02
PZ-5,TSF,2022-03-14,Coronamiento muro,0,3058.1,0,seco,2022-03
PZ-5,TSF,2022-04-14,Coronamiento muro,0,3058.1,0,seco,2022-04
PZ-5,TSF,2022-05-14,Coronamiento muro,0,3058.1,0,seco,2022-05
PZ-5,TSF,2022-06-14,Coronamiento muro,0,3058.1,0,seco,2022-06
PZ-5,TSF,2022-07-30,Coronamiento muro,0,3058.1,0,seco,2022-07
PZ-6,TSF,2020-02-27,Coronamiento muro,0,3061.2,0,seco,2020-02
PZ-6,TSF,2020-05-27,Coronamiento muro,0,3061.2,0,seco,2020-05
PZ-6,TSF,2020-07-18,Coronamiento muro,0,3061.2,0,seco,2020-07
PZ-6,TSF,2020-08-13,Coronamiento muro,0,3061.2,0,seco,2020-08
PZ-6,TSF,2020-08-30,Coronamiento muro,0,3061.2,0,seco,2020-08
PZ-6,TSF,2020-10-06,Coronamiento muro,0,3061.2,0,seco,2020-10
PZ-6,TSF,2020-11-01,Coronamiento muro,0,3061.2,0,seco,2020-11
PZ-6,TSF,2020-12-02,Coronamiento muro,0,3061.2,0,seco,2020-12
PZ-6,TSF,2020-12-01,Coronamiento muro,0,3061.2,0,seco,2020-12
PZ-6,TSF,2021-01-23,Coronamiento muro,0,3061.2,0,seco,2021-01
PZ-6,TSF,2021-02-23,Coronamiento muro,0,3061.2,0,seco,2021-02
PZ-6,TSF,2021-03-23,Coronamiento muro,0,3061.2,0,seco,2021-03
PZ-6,TSF,2021-04-23,Coronamiento muro,0,3061.2,0,seco,2021-04
PZ-6,TSF,2021-05-21,Coronamiento muro,0,3061.2,0,seco,2021-05
PZ-6,TSF,2021-06-18,Coronamiento muro,0,3061.2,0,seco,2021-06
PZ-6,TSF,2021-07-16,Coronamiento muro,0,3061.2,0,seco,2021-07
PZ-6,TSF,2021-08-16,Coronamiento muro,0,3061.2,0,seco,2021-08
PZ-6,TSF,2021-09-30,Coronamiento muro,0,3061.2,0,seco,2021-09
PZ-6,TSF,2021-10-14,Coronamiento muro,0,3061.2,0,seco,2021-10
PZ-6,TSF,2021-11-14,Coronamiento muro,0,3061.2,0,seco,2021-11
PZ-6,TSF,2021-12-14,Coronamiento muro,0,3061.2,0,seco,2021-12
PZ-6,TSF,2022-01-14,Coronamiento muro,0,3061.2,0,seco,2022-01
PZ-6,TSF,2022-02-14,Coronamiento muro,0,3061.2,0,seco,2022-02
PZ-6,TSF,2022-03-14,Coronamiento muro,0,3061.2,0,seco,2022-03
PZ-6,TSF,2022-04-14,Coronamiento muro,0,3061.2,0,seco,2022-04
PZ-6,TSF,2022-05-14,Coronamiento muro,0,3061.2,0,seco,2022-05
PZ-6,TSF,2022-06-14,Coronamiento muro,0,3061.2,0,seco,2022-06
PZ-6,TSF,2022-07-30,Coronamiento muro,0,3061.2,0,seco,2022-07
PZ-7,TSF,2020-02-27,Coronamiento muro,0,3061.5,0,seco,2020-02
PZ-7,TSF,2020-05-27,Coronamiento muro,0,3061.5,0,seco,2020-05
PZ-7,TSF,2020-07-18,Coronamiento muro,0,3061.5,0,seco,2020-07
PZ-7,TSF,2020-08-13,Coronamiento muro,0,3061.5,0,seco,2020-08
PZ-7,TSF,2020-08-30,Coronamiento muro,0,3061.5,0,seco,2020-08
PZ-7,TSF,2020-10-06,Coronamiento muro,0,3061.5,0,seco,2020-10
PZ-7,TSF,2020-11-01,Coronamiento muro,0,3061.5,0,seco,2020-11
PZ-7,TSF,2020-12-02,Coronamiento muro,0,3061.5,0,seco,2020-12
PZ-7,TSF,2020-12-01,Coronamiento muro,0,3061.5,0,seco,2020-12
PZ-7,TSF,2021-01-23,Coronamiento muro,0,3061.5,0,seco,2021-01
PZ-7,TSF,2021-02-23,Coronamiento muro,0,3061.5,0,seco,2021-02
PZ-7,TSF,2021-03-23,Coronamiento muro,0,3061.5,0,seco,2021-03
PZ-7,TSF,2021-04-23,Coronamiento muro,0,3061.5,0,seco,2021-04
PZ-7,TSF,2021-05-21,Coronamiento muro,0,3061.5,0,seco,2021-05
PZ-7,TSF,2021-06-18,Coronamiento muro,0,3061.5,0,seco,2021-06
PZ-7,TSF,2021-07-16,Coronamiento muro,0,3061.5,0,seco,2021-07
PZ-7,TSF,2021-08-16,Coronamiento muro,0,3061.5,0,seco,2021-08
PZ-7,TSF,2021-09-30,Coronamiento muro,0,3061.5,0,seco,2021-09
PZ-7,TSF,2021-10-14,Coronamiento muro,0,3061.5,0,seco,2021-10
PZ-7,TSF,2021-11-14,Coronamiento muro,0,3061.5,0,seco,2021-11
PZ-7,TSF,2021-12-14,Coronamiento muro,0,3061.5,0,seco,2021-12
PZ-7,TSF,2022-01-14,Coronamiento muro,0,3061.5,0,seco,2022-01
PZ-7,TSF,2022-02-14,Coronamiento muro,0,3061.5,0,seco,2022-02
PZ-7,TSF,2022-03-14,Coronamiento muro,0,3061.5,0,seco,2022-03
PZ-7,TSF,2022-04-14,Coronamiento muro,0,3061.5,0,seco,2022-04
PZ-7,TSF,2022-05-14,Coronamiento muro,0,3061.5,0,seco,2022-05
PZ-7,TSF,2022-06-14,Coronamiento muro,0,3061.5,0,seco,2022-06
PZ-7,TSF,2022-07-30,Coronamiento muro,0,3061.5,0,seco,2022-07
PZ-8,TSF,2020-02-27,Coronamiento muro,0,3064.2,0,seco,2020-02
PZ-8,TSF,2020-05-27,Coronamiento muro,0,3064.2,0,seco,2020-05
PZ-8,TSF,2020-07-18,Coronamiento muro,0,3064.2,0,seco,2020-07
PZ-8,TSF,2020-08-13,Coronamiento muro,0,3064.2,0,seco,2020-08
PZ-8,TSF,2020-08-30,Coronamiento muro,0,3064.2,0,seco,2020-08
PZ-8,TSF,2020-10-06,Coronamiento muro,0,3064.2,0,seco,2020-10
PZ-8,TSF,2020-11-01,Coronamiento muro,0,3064.2,0,seco,2020-11
PZ-8,TSF,2020-12-02,Coronamiento muro,0,3064.2,0,seco,2020-12
PZ-8,TSF,2020-12-01,Coronamiento muro,0,3064.2,0,seco,2020-12
PZ-8,TSF,2021-01-23,Coronamiento muro,0,3064.2,0,seco,2021-01
PZ-8,TSF,2021-02-23,Coronamiento muro,0,3064.2,0,seco,2021-02
PZ-8,TSF,2021-03-23,Coronamiento muro,0,3064.2,0,seco,2021-03
PZ-8,TSF,2021-04-23,Coronamiento muro,0,3064.2,0,seco,2021-04
PZ-8,TSF,2021-05-21,Coronamiento muro,0,3064.2,0,seco,2021-05
PZ-8,TSF,2021-06-18,Coronamiento muro,0,3064.2,0,seco,2021-06
PZ-8,TSF,2021-07-16,Coronamiento muro,0,3064.2,0,seco,2021-07
PZ-8,TSF,2021-08-16,Coronamiento muro,0,3064.2,0,seco,2021-08
PZ-8,TSF,2021-09-30,Coronamiento muro,0,3064.2,0,seco,2021-09
PZ-8,TSF,2021-10-14,Coronamiento muro,0,3064.2,0,seco,2021-10
PZ-8,TSF,2021-11-14,Coronamiento muro,0,3064.2,0,seco,2021-11
PZ-8,TSF,2021-12-14,Coronamiento muro,0,3064.2,0,seco,2021-12
PZ-8,TSF,2022-01-14,Coronamiento muro,0,3064.2,0,seco,2022-01
PZ-8,TSF,2022-02-14,Coronamiento muro,0,3064.2,0,seco,2022-02
PZ-8,TSF,2022-03-14,Coronamiento muro,0,3064.2,0,seco,2022-03
PZ-8,TSF,2022-04-14,Coronamiento muro,0,3064.2,0,seco,2022-04
PZ-8,TSF,2022-05-14,Coronamiento muro,0,3064.2,0,seco,2022-05
PZ-8,TSF,2022-06-14,Coronamiento muro,0,3064.2,0,seco,2022-06
PZ-8,TSF,2022-07-30,Coronamiento muro,0,3064.2,0,seco,2022-07
